# y,eta,chord,ellipse,schrenk,cl
0.552553,0.138138,1.551552,1.576291,1.563921,1.007973
0.548549,0.137137,1.552386,1.576513,1.564449,1.007771
0.544545,0.136136,1.553220,1.576732,1.564976,1.007569
0.540541,0.135135,1.554054,1.576950,1.565502,1.007367
0.536537,0.134134,1.554888,1.577167,1.566028,1.007164
0.532533,0.133133,1.555722,1.577382,1.566552,1.006961
0.528529,0.132132,1.556557,1.577595,1.567076,1.006758
0.524525,0.131131,1.557391,1.577806,1.567599,1.006554
0.520521,0.130130,1.558225,1.578016,1.568121,1.006351
0.516517,0.129129,1.559059,1.578225,1.568642,1.006147
0.512513,0.128128,1.559893,1.578431,1.569162,1.005942
0.508509,0.127127,1.560727,1.578636,1.569682,1.005737
0.504505,0.126126,1.561562,1.578840,1.570201,1.005532
0.500501,0.125125,1.562396,1.579041,1.570719,1.005327
0.496496,0.124124,1.563230,1.579242,1.571236,1.005121
0.492492,0.123123,1.564064,1.579440,1.571752,1.004915
0.488488,0.122122,1.564898,1.579637,1.572268,1.004709
0.484484,0.121121,1.565732,1.579832,1.572782,1.004503
0.480480,0.120120,1.566567,1.580026,1.573296,1.004296
0.476476,0.119119,1.567401,1.580218,1.573809,1.004089
0.472472,0.118118,1.568235,1.580408,1.574321,1.003881
0.468468,0.117117,1.569069,1.580597,1.574833,1.003673
0.464464,0.116116,1.569903,1.580784,1.575343,1.003465
0.460460,0.115115,1.570737,1.580969,1.575853,1.003257
0.456456,0.114114,1.571572,1.581153,1.576362,1.003048
0.452452,0.113113,1.572406,1.581335,1.576870,1.002839
0.448448,0.112112,1.573240,1.581516,1.577378,1.002630
0.444444,0.111111,1.574074,1.581695,1.577884,1.002421
0.440440,0.110110,1.574908,1.581872,1.578390,1.002211
0.436436,0.109109,1.575742,1.582048,1.578895,1.002001
0.432432,0.108108,1.576577,1.582222,1.579399,1.001790
0.428428,0.107107,1.577411,1.582394,1.579902,1.001580
0.424424,0.106106,1.578245,1.582565,1.580405,1.001369
0.420420,0.105105,1.579079,1.582734,1.580907,1.001157
0.416416,0.104104,1.579913,1.582902,1.581407,1.000946
0.412412,0.103103,1.580747,1.583068,1.581907,1.000734
0.408408,0.102102,1.581582,1.583232,1.582407,1.000522
0.404404,0.101101,1.582416,1.583395,1.582905,1.000309
0.400400,0.100100,1.583250,1.583556,1.583403,1.000097
0.396396,0.099099,1.584084,1.583715,1.583900,0.999884
0.392392,0.098098,1.584918,1.583873,1.584396,0.999670
0.388388,0.097097,1.585752,1.584029,1.584891,0.999457
0.384384,0.096096,1.586587,1.584184,1.585385,0.999243
0.380380,0.095095,1.587421,1.584337,1.585879,0.999029
0.376376,0.094094,1.588255,1.584488,1.586372,0.998814
0.372372,0.093093,1.589089,1.584638,1.586864,0.998599
0.368368,0.092092,1.589923,1.584786,1.587355,0.998384
0.364364,0.091091,1.590757,1.584933,1.587845,0.998169
0.360360,0.090090,1.591592,1.585078,1.588335,0.997954
0.356356,0.089089,1.592426,1.585221,1.588823,0.997738
0.352352,0.088088,1.593260,1.585363,1.589311,0.997522
0.348348,0.087087,1.594094,1.585503,1.589798,0.997305
0.344344,0.086086,1.594928,1.585641,1.590285,0.997089
0.340340,0.085085,1.595762,1.585778,1.590770,0.996872
0.336336,0.084084,1.596597,1.585913,1.591255,0.996654
0.332332,0.083083,1.597431,1.586047,1.591739,0.996437
0.328328,0.082082,1.598265,1.586179,1.592222,0.996219
0.324324,0.081081,1.599099,1.586309,1.592704,0.996001
0.320320,0.080080,1.599933,1.586438,1.593186,0.995783
0.316316,0.079079,1.600767,1.586565,1.593666,0.995564
0.312312,0.078078,1.601602,1.586691,1.594146,0.995345
0.308308,0.077077,1.602436,1.586815,1.594625,0.995126
0.304304,0.076076,1.603270,1.586937,1.595104,0.994906
0.300300,0.075075,1.604104,1.587058,1.595581,0.994687
0.296296,0.074074,1.604938,1.587177,1.596058,0.994467
0.292292,0.073073,1.605772,1.587295,1.596534,0.994246
0.288288,0.072072,1.606607,1.587410,1.597009,0.994026
0.284284,0.071071,1.607441,1.587525,1.597483,0.993805
0.280280,0.070070,1.608275,1.587638,1.597956,0.993584
0.276276,0.069069,1.609109,1.587749,1.598429,0.993363
0.272272,0.068068,1.609943,1.587858,1.598901,0.993141
0.268268,0.067067,1.610777,1.587966,1.599372,0.992919
0.264264,0.066066,1.611612,1.588072,1.599842,0.992697
0.260260,0.065065,1.612446,1.588177,1.600311,0.992475
0.256256,0.064064,1.613280,1.588280,1.600780,0.992252
0.252252,0.063063,1.614114,1.588382,1.601248,0.992029
0.248248,0.062062,1.614948,1.588481,1.601715,0.991806
0.244244,0.061061,1.615782,1.588580,1.602181,0.991582
0.240240,0.060060,1.616617,1.588676,1.602646,0.991358
0.236236,0.059059,1.617451,1.588771,1.603111,0.991134
0.232232,0.058058,1.618285,1.588865,1.603575,0.990910
0.228228,0.057057,1.619119,1.588957,1.604038,0.990686
0.224224,0.056056,1.619953,1.589047,1.604500,0.990461
0.220220,0.055055,1.620787,1.589136,1.604962,0.990236
0.216216,0.054054,1.621622,1.589223,1.605422,0.990010
0.212212,0.053053,1.622456,1.589308,1.605882,0.989785
0.208208,0.052052,1.623290,1.589392,1.606341,0.989559
0.204204,0.051051,1.624124,1.589474,1.606799,0.989333
0.200200,0.050050,1.624958,1.589555,1.607257,0.989106
0.196196,0.049049,1.625792,1.589634,1.607713,0.988880
0.192192,0.048048,1.626627,1.589711,1.608169,0.988653
0.188188,0.047047,1.627461,1.589787,1.608624,0.988426
0.184184,0.046046,1.628295,1.589861,1.609078,0.988198
0.180180,0.045045,1.629129,1.589934,1.609532,0.987971
0.176176,0.044044,1.629963,1.590005,1.609984,0.987743
0.172172,0.043043,1.630797,1.590074,1.610436,0.987514
0.168168,0.042042,1.631632,1.590142,1.610887,0.987286
0.164164,0.041041,1.632466,1.590208,1.611337,0.987057
0.160160,0.040040,1.633300,1.590273,1.611787,0.986828
0.156156,0.039039,1.634134,1.590336,1.612235,0.986599
0.152152,0.038038,1.634968,1.590398,1.612683,0.986370
0.148148,0.037037,1.635802,1.590457,1.613130,0.986140
0.144144,0.036036,1.636637,1.590516,1.613576,0.985910
0.140140,0.035035,1.637471,1.590572,1.614022,0.985680
0.136136,0.034034,1.638305,1.590627,1.614466,0.985449
0.132132,0.033033,1.639139,1.590681,1.614910,0.985218
0.128128,0.032032,1.639973,1.590733,1.615353,0.984987
0.124124,0.031031,1.640807,1.590783,1.615795,0.984756
0.120120,0.030030,1.641642,1.590832,1.616237,0.984525
0.116116,0.029029,1.642476,1.590879,1.616677,0.984293
0.112112,0.028028,1.643310,1.590924,1.617117,0.984061
0.108108,0.027027,1.644144,1.590968,1.617556,0.983829
0.104104,0.026026,1.644978,1.591010,1.617994,0.983596
0.100100,0.025025,1.645812,1.591051,1.618432,0.983363
0.096096,0.024024,1.646647,1.591090,1.618868,0.983130
0.092092,0.023023,1.647481,1.591128,1.619304,0.982897
0.088088,0.022022,1.648315,1.591163,1.619739,0.982664
0.084084,0.021021,1.649149,1.591198,1.620173,0.982430
0.080080,0.020020,1.649983,1.591230,1.620607,0.982196
0.076076,0.019019,1.650817,1.591262,1.621040,0.981962
0.072072,0.018018,1.651652,1.591291,1.621471,0.981727
0.068068,0.017017,1.652486,1.591319,1.621902,0.981492
0.064064,0.016016,1.653320,1.591345,1.622333,0.981258
0.060060,0.015015,1.654154,1.591370,1.622762,0.981022
0.056056,0.014014,1.654988,1.591393,1.623191,0.980787
0.052052,0.013013,1.655822,1.591415,1.623619,0.980551
0.048048,0.012012,1.656657,1.591435,1.624046,0.980315
0.044044,0.011011,1.657491,1.591453,1.624472,0.980079
0.040040,0.010010,1.658325,1.591470,1.624897,0.979843
0.036036,0.009009,1.659159,1.591485,1.625322,0.979606
0.032032,0.008008,1.659993,1.591498,1.625746,0.979369
0.028028,0.007007,1.660827,1.591510,1.626169,0.979132
0.024024,0.006006,1.661662,1.591521,1.626591,0.978894
0.020020,0.005005,1.662496,1.591529,1.627013,0.978657
0.016016,0.004004,1.663330,1.591537,1.627433,0.978419
0.012012,0.003003,1.664164,1.591542,1.627853,0.978181
0.008008,0.002002,1.664998,1.591546,1.628272,0.977942
0.004004,0.001001,1.665832,1.591549,1.628691,0.977704
0.000000,0.000000,1.666667,1.591549,1.629108,0.977465
